trip_id,trip_date,city,vehicle_type,distance_km,fare,driver_id,passenger_count,payment_method,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level
437500,2025-06-26,Kathmandu,Bike,22.44,356.42,342,2,Card,27.708751,85.282261,27.590709,85.447978,Cloudy,Medium
437501,2025-09-25,Pokhara,Taxi,14.99,1307.67,1168,4,Digital,27.994956,85.472978,27.813494,85.28411,Rainy,High
437502,2025-04-03,Lalitpur,Car,1.89,966.39,3252,3,Cash,27.7418,85.59114,27.677109,85.265575,Sunny,Low
437503,2025-06-07,Bhaktapur,Bike,7.44,1521.41,4358,1,Card,27.803504,85.601061,27.605508,85.284024,Cloudy,Medium
437504,2025-10-02,Biratnagar,Taxi,29.41,414.06,2783,1,Digital,27.700697,85.628257,27.909453,85.340931,Rainy,High
437505,2025-05-31,Kathmandu,Car,23.18,649.96,8601,2,Cash,27.949363,85.382484,27.846004,85.624779,Sunny,Low
437506,2025-09-11,Pokhara,Bike,20.78,1311.8,8069,1,Card,27.826021,85.627218,27.883229,85.483489,Cloudy,Medium
437507,2025-02-24,Lalitpur,Taxi,24.36,1170.27,2718,4,Digital,27.502213,85.597732,27.77706,85.541877,Rainy,High
437508,2025-06-21,Bhaktapur,Car,6.34,1179.3,248,2,Cash,27.572962,85.294988,27.681067,85.475121,Sunny,Low
437509,2025-07-15,Biratnagar,Bike,8.92,570.03,6157,2,Card,27.65575,85.260292,27.74055,85.456931,Cloudy,Medium
437510,2025-01-17,Kathmandu,Taxi,25.47,1309.38,1474,2,Digital,27.719752,85.353319,27.594625,85.432723,Rainy,High
437511,2025-11-28,Pokhara,Car,29.78,262.22,7455,2,Cash,27.606085,85.60425,27.743254,85.605382,Sunny,Low
437512,2025-05-30,Lalitpur,Bike,7.97,604.33,8825,3,Card,27.907732,85.471807,27.830459,85.394947,Cloudy,Medium
437513,2025-05-10,Bhaktapur,Taxi,16.22,1320.0,8067,1,Digital,27.601661,85.254989,27.819656,85.247589,Rainy,High
437514,2025-09-26,Biratnagar,Car,10.22,814.74,9476,3,Cash,27.52666,85.577191,27.818941,85.335514,Sunny,Low
437515,2025-05-15,Kathmandu,Bike,21.09,887.09,1506,3,Card,27.731452,85.553003,27.760393,85.448502,Cloudy,Medium
437516,2025-07-11,Pokhara,Taxi,8.93,1555.19,9133,1,Digital,27.781661,85.558597,27.806449,85.281408,Rainy,High
437517,2025-08-08,Lalitpur,Car,2.59,1034.83,9881,2,Cash,27.614596,85.43168,27.57245,85.40193,Sunny,Low
