trip_id,trip_date,city,vehicle_type,distance_km,fare,driver_id,passenger_count,payment_method,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level
125000,2025-04-04,Kathmandu,Taxi,29.59,135.86,703,2,Digital,27.741825,85.557284,27.585475,85.217113,Rainy,High
125001,2025-09-02,Pokhara,Car,2.98,242.65,7362,2,Cash,27.867108,85.433109,27.902557,85.258411,Sunny,Low
125002,2025-12-10,Lalitpur,Bike,5.34,1255.76,4844,4,Card,27.626653,85.214774,27.788796,85.362611,Cloudy,Medium
125003,2025-09-24,Bhaktapur,Taxi,13.79,916.77,9427,3,Digital,27.715629,85.307372,27.973802,85.417943,Rainy,High
125004,2025-02-11,Biratnagar,Car,1.17,605.45,9051,3,Cash,27.876148,85.673539,27.604685,85.339158,Sunny,Low
125005,2025-03-17,Kathmandu,Bike,15.47,151.26,5959,4,Card,27.706178,85.569652,27.683321,85.630093,Cloudy,Medium
125006,2025-11-05,Pokhara,Taxi,13.02,500.32,1984,2,Digital,27.847747,85.529641,27.903934,85.603474,Rainy,High
125007,2025-10-04,Lalitpur,Car,28.49,1514.18,7654,4,Cash,27.574561,85.589389,27.856757,85.33591,Sunny,Low
125008,2025-06-19,Bhaktapur,Bike,3.82,523.56,3076,1,Card,27.734485,85.289011,27.859766,85.212443,Cloudy,Medium
125009,2025-10-14,Biratnagar,Taxi,19.96,221.4,8425,4,Digital,27.767909,85.332055,27.656676,85.50788,Rainy,High
125010,2025-05-11,Kathmandu,Car,3.46,996.47,6457,4,Cash,27.522892,85.607877,27.903125,85.273744,Sunny,Low
125011,2025-12-24,Pokhara,Bike,11.52,141.65,73,1,Card,27.954606,85.679612,27.554075,85.57278,Cloudy,Medium
125012,2025-11-02,Lalitpur,Taxi,23.08,745.96,5362,3,Digital,27.704803,85.316175,27.668112,85.641272,Rainy,High
125013,2025-12-14,Bhaktapur,Car,14.13,1262.16,6164,1,Cash,27.677505,85.453722,27.906665,85.603373,Sunny,Low
125014,2025-09-19,Biratnagar,Bike,30.9,1005.05,7159,4,Card,27.867874,85.353718,27.738247,85.673816,Cloudy,Medium
125015,2025-05-10,Kathmandu,Taxi,20.35,106.04,5388,2,Digital,27.684079,85.534753,27.762364,85.2753,Rainy,High
125016,2025-06-29,Pokhara,Car,23.69,158.48,1266,4,Cash,27.762041,85.332246,27.985063,85.656678,Sunny,Low
125017,2025-02-16,Lalitpur,Bike,17.75,1246.15,6988,2,Card,27.800972,85.226509,27.811608,85.694096,Cloudy,Medium
125018,2025-10-26,Bhaktapur,Taxi,3.44,976.9,2025,4,Digital,27.559065,85.588859,27.754484,85.435025,Rainy,High
125019,2025-10-24,Biratnagar,Car,4.8,738.45,3614,2,Cash,27.74943,85.251728,27.773375,85.221326,Sunny,Low
125020,2025-04-14,Kathmandu,Bike,28.64,157.74,7563,1,Card,27.80595,85.435091,27.507049,85.506108,Cloudy,Medium
