trip_id,trip_date,city,vehicle_type,distance_km,fare,driver_id,passenger_count,payment_method,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level
375000,2025-04-13,Kathmandu,Car,15.51,1171.85,1709,1,Cash,27.682731,85.408751,27.582261,85.290709,Sunny,Low
375001,2025-06-17,Pokhara,Bike,23.03,799.33,8051,1,Card,27.965629,85.694956,27.772978,85.513494,Cloudy,Medium
375002,2025-10-08,Lalitpur,Taxi,8.6,144.32,5775,2,Digital,27.85173,85.4418,27.89114,85.377109,Rainy,High
375003,2025-08-31,Bhaktapur,Car,13.94,422.12,9476,2,Cash,27.581796,85.503504,27.901061,85.305508,Sunny,Low
375004,2025-07-10,Biratnagar,Bike,23.57,1520.62,2093,2,Card,27.503163,85.400697,27.928257,85.609453,Cloudy,Medium
375005,2025-11-26,Kathmandu,Taxi,13.37,1208.96,3666,4,Digital,27.729428,85.649363,27.682484,85.546004,Rainy,High
375006,2025-04-15,Pokhara,Car,21.86,1088.92,8078,4,Cash,27.611486,85.526021,27.927218,85.583229,Sunny,Low
375007,2025-12-29,Lalitpur,Bike,5.47,1268.17,7135,2,Card,27.970164,85.202213,27.897732,85.47706,Cloudy,Medium
375008,2025-02-23,Bhaktapur,Taxi,15.07,367.03,7195,1,Digital,27.663496,85.272962,27.594988,85.381067,Rainy,High
375009,2025-10-21,Biratnagar,Car,17.07,496.17,3133,3,Cash,27.716017,85.35575,27.560292,85.44055,Sunny,Low
375010,2025-10-21,Kathmandu,Bike,2.37,1323.63,8062,1,Card,27.657066,85.419752,27.653319,85.294625,Cloudy,Medium
375011,2025-01-08,Pokhara,Taxi,28.28,1538.84,1081,3,Digital,27.640001,85.306085,27.90425,85.443254,Rainy,High
375012,2025-09-20,Lalitpur,Car,13.29,448.53,3362,4,Cash,27.8236,85.607732,27.771807,85.530459,Sunny,Low
375013,2025-01-16,Bhaktapur,Bike,11.65,861.17,8133,4,Card,27.545787,85.301661,27.554989,85.519656,Cloudy,Medium
375014,2025-11-30,Biratnagar,Taxi,23.07,561.15,4764,4,Digital,27.755005,85.22666,27.877191,85.518941,Rainy,High
375015,2025-05-20,Kathmandu,Car,12.04,1104.26,5247,1,Cash,27.783744,85.431452,27.853003,85.460393,Sunny,Low
375016,2025-11-18,Pokhara,Bike,16.72,496.74,9701,4,Card,27.524059,85.481661,27.858597,85.506449,Cloudy,Medium
375017,2025-06-17,Lalitpur,Taxi,19.06,179.53,6232,4,Digital,27.740314,85.314596,27.73168,85.27245,Rainy,High
375018,2025-12-03,Bhaktapur,Car,4.54,1266.58,5089,2,Cash,27.883043,85.398675,27.605212,85.224125,Sunny,Low
375019,2025-05-28,Biratnagar,Bike,15.97,255.18,5467,1,Card,27.908131,85.527893,27.865228,85.249917,Cloudy,Medium
375020,2025-01-04,Kathmandu,Taxi,19.36,805.27,140,3,Digital,27.642719,85.341644,27.918305,85.551631,Rainy,High
375021,2025-12-08,Pokhara,Car,1.63,208.86,6286,4,Cash,27.828929,85.479201,27.925432,85.258589,Sunny,Low
375022,2025-10-16,Lalitpur,Bike,30.05,1539.44,221,2,Card,27.515371,85.493288,27.905846,85.6042,Cloudy,Medium
375023,2025-10-26,Bhaktapur,Taxi,18.12,345.37,7313,2,Digital,27.650486,85.681071,27.988451,85.473337,Rainy,High
375024,2025-10-25,Biratnagar,Car,1.73,1189.32,6822,1,Cash,27.972036,85.669817,27.581237,85.625135,Sunny,Low
375025,2025-02-03,Kathmandu,Bike,28.77,823.14,986,1,Card,27.874529,85.579912,27.977876,85.357485,Cloudy,Medium
375026,2025-03-16,Pokhara,Taxi,4.66,111.27,662,1,Digital,27.919976,85.678418,27.696793,85.629842,Rainy,High
375027,2025-01-06,Lalitpur,Car,23.27,1218.83,5076,4,Cash,27.967343,85.619962,27.731515,85.418071,Sunny,Low
375028,2025-10-06,Bhaktapur,Bike,5.14,806.27,1941,2,Card,27.571412,85.25619,27.650677,85.681796,Cloudy,Medium
375029,2025-12-16,Biratnagar,Taxi,8.33,1279.22,7196,4,Digital,27.506374,85.290654,27.774763,85.651064,Rainy,High
375030,2025-03-11,Kathmandu,Car,7.15,575.03,4309,1,Cash,27.79423,85.693864,27.942217,85.687441,Sunny,Low
375031,2025-05-13,Pokhara,Bike,27.0,1446.85,6606,2,Card,27.795365,85.498275,27.615648,85.620286,Cloudy,Medium
375032,2025-04-18,Lalitpur,Taxi,27.62,1356.8,9980,4,Digital,27.595264,85.477391,27.712235,85.346179,Rainy,High
375033,2025-07-31,Bhaktapur,Car,8.76,1554.76,6993,2,Cash,27.977081,85.51475,27.570648,85.56934,Sunny,Low
375034,2025-10-06,Biratnagar,Bike,14.84,999.96,3621,4,Card,27.592404,85.536926,27.995862,85.613343,Cloudy,Medium
375035,2025-09-17,Kathmandu,Taxi,20.1,1155.62,9821,3,Digital,27.556677,85.574105,27.640216,85.238649,Rainy,High
375036,2025-04-10,Pokhara,Car,1.9,705.99,5709,1,Cash,27.726448,85.203529,27.684653,85.627216,Sunny,Low
375037,2025-10-06,Lalitpur,Bike,14.4,274.38,6038,4,Card,27.700116,85.256906,27.758875,85.287672,Cloudy,Medium
375038,2025-05-29,Bhaktapur,Taxi,8.7,1422.99,9135,3,Digital,27.838857,85.61308,27.859021,85.264568,Rainy,High
375039,2025-02-01,Biratnagar,Car,5.42,1397.28,9152,4,Cash,27.911275,85.253289,27.500664,85.266667,Sunny,Low
375040,2025-02-20,Kathmandu,Bike,11.94,1596.81,5601,3,Card,27.651305,85.287195,27.635054,85.678939,Cloudy,Medium
375041,2025-04-12,Pokhara,Taxi,23.3,892.95,5030,1,Digital,27.681789,85.451967,27.538711,85.223007,Rainy,High
