trip_id,trip_date,city,vehicle_type,distance_km,fare,driver_id,passenger_count,payment_method,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level
62500,2025-07-13,Kathmandu,Bike,8.72,1529.72,239,1,Card,27.640941,85.441825,27.857284,85.285475,Cloudy,Medium
62501,2025-04-15,Pokhara,Taxi,21.1,199.2,950,3,Digital,27.729994,85.567108,27.733109,85.602557,Rainy,High
62502,2025-06-30,Lalitpur,Car,29.25,316.8,7705,2,Cash,27.884549,85.326653,27.514774,85.488796,Sunny,Low
62503,2025-06-16,Bhaktapur,Bike,22.9,739.6,5445,4,Card,27.831571,85.415629,27.607372,85.673802,Cloudy,Medium
62504,2025-11-17,Biratnagar,Taxi,4.45,108.34,3369,4,Digital,27.760275,85.576148,27.973539,85.304685,Rainy,High
62505,2025-05-14,Kathmandu,Car,7.22,823.64,341,3,Cash,27.951142,85.406178,27.869652,85.383321,Sunny,Low
62506,2025-06-14,Pokhara,Bike,26.38,701.22,2668,1,Card,27.642763,85.547747,27.829641,85.603934,Cloudy,Medium
62507,2025-06-03,Lalitpur,Taxi,23.76,1474.71,9427,4,Digital,27.99624,85.274561,27.889389,85.556757,Rainy,High
62508,2025-09-15,Bhaktapur,Car,14.91,241.16,2823,2,Cash,27.573409,85.434485,27.589011,85.559766,Sunny,Low
62509,2025-01-06,Biratnagar,Bike,24.57,1048.22,809,4,Card,27.901699,85.467909,27.632055,85.356676,Cloudy,Medium
62510,2025-07-24,Kathmandu,Taxi,11.72,223.0,5976,3,Digital,27.901424,85.222892,27.907877,85.603125,Rainy,High
62511,2025-04-06,Pokhara,Car,30.42,626.04,277,1,Cash,27.510655,85.654606,27.979612,85.254075,Sunny,Low
62512,2025-03-17,Lalitpur,Bike,26.11,1204.22,4306,3,Card,27.859635,85.404803,27.616175,85.368112,Cloudy,Medium
62513,2025-02-26,Bhaktapur,Taxi,29.6,756.71,7747,3,Digital,27.520845,85.377505,27.753722,85.606665,Rainy,High
62514,2025-11-08,Biratnagar,Car,22.53,1594.81,6033,3,Cash,27.956544,85.567874,27.653718,85.438247,Sunny,Low
62515,2025-02-03,Kathmandu,Bike,11.62,1067.28,40,3,Card,27.691713,85.384079,27.834753,85.462364,Cloudy,Medium
62516,2025-10-12,Pokhara,Taxi,15.75,1234.49,389,1,Digital,27.940832,85.462041,27.632246,85.685063,Rainy,High
