trip_id,trip_date,city,vehicle_type,distance_km,fare,driver_id,passenger_count,payment_method,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level
687500,2025-05-14,Kathmandu,Taxi,13.53,346.78,1814,2,Digital,27.984874,85.370422,27.736299,85.499836,Rainy,High
687501,2025-12-06,Pokhara,Car,30.7,918.93,6269,1,Cash,27.537653,85.588261,27.664349,85.482459,Sunny,Low
687502,2025-09-14,Lalitpur,Bike,15.51,1273.42,3542,1,Card,27.526213,85.249074,27.69325,85.669439,Cloudy,Medium
687503,2025-03-01,Bhaktapur,Taxi,19.21,1303.18,2110,1,Digital,27.772433,85.359389,27.615814,85.289676,Rainy,High
687504,2025-01-03,Biratnagar,Car,13.04,1384.77,8189,2,Cash,27.664948,85.289677,27.88296,85.310685,Sunny,Low
687505,2025-06-17,Kathmandu,Bike,27.96,647.45,6920,4,Card,27.827322,85.332998,27.541992,85.524618,Cloudy,Medium
687506,2025-03-23,Pokhara,Taxi,20.56,1381.65,7664,3,Digital,27.918167,85.330671,27.761273,85.262861,Rainy,High
687507,2025-12-10,Lalitpur,Car,1.13,1293.2,5541,3,Cash,27.820952,85.397598,27.581253,85.499149,Sunny,Low
687508,2025-04-30,Bhaktapur,Bike,5.38,384.97,3621,3,Card,27.520839,85.371711,27.850771,85.222417,Cloudy,Medium
687509,2025-06-07,Biratnagar,Taxi,10.35,280.88,4811,3,Digital,27.851641,85.420399,27.533396,85.205333,Rainy,High
687510,2025-04-25,Kathmandu,Car,14.19,559.96,1892,2,Cash,27.853115,85.505754,27.801661,85.392817,Sunny,Low
687511,2025-04-13,Pokhara,Bike,7.37,1312.75,4865,4,Card,27.903274,85.418127,27.794835,85.649341,Cloudy,Medium
687512,2025-08-25,Lalitpur,Taxi,25.46,915.42,6609,2,Digital,27.88485,85.301658,27.882152,85.451799,Rainy,High
687513,2025-02-03,Bhaktapur,Car,7.1,264.97,6393,1,Cash,27.545071,85.268076,27.579924,85.257275,Sunny,Low
687514,2025-07-06,Biratnagar,Bike,2.6,1231.57,6378,2,Card,27.657958,85.520145,27.621032,85.395657,Cloudy,Medium
687515,2025-07-27,Kathmandu,Taxi,14.89,1159.01,5207,2,Digital,27.821,85.549403,27.931437,85.201402,Rainy,High
687516,2025-01-18,Pokhara,Car,17.9,1175.79,6128,1,Cash,27.84881,85.615558,27.828818,85.632188,Sunny,Low
687517,2025-06-25,Lalitpur,Bike,7.88,795.04,1449,2,Card,27.692115,85.466853,27.733587,85.671604,Cloudy,Medium
687518,2025-10-07,Bhaktapur,Taxi,12.92,415.64,482,1,Digital,27.755938,85.592949,27.786664,85.405839,Rainy,High
687519,2025-10-25,Biratnagar,Car,20.67,1195.68,998,2,Cash,27.872796,85.499014,27.590029,85.515802,Sunny,Low
687520,2025-04-15,Kathmandu,Bike,9.5,1354.92,7032,4,Card,27.93827,85.685631,27.732625,85.235417,Cloudy,Medium
687521,2025-08-29,Pokhara,Taxi,17.75,1376.3,1171,1,Digital,27.922355,85.407574,27.740276,85.306568,Rainy,High
687522,2025-01-12,Lalitpur,Car,18.6,1317.54,8083,2,Cash,27.799781,85.404795,27.884509,85.28913,Sunny,Low
687523,2025-04-20,Bhaktapur,Bike,29.86,1565.35,5466,1,Card,27.653124,85.33339,27.99896,85.521589,Cloudy,Medium
687524,2025-12-11,Biratnagar,Taxi,29.19,343.71,8502,3,Digital,27.742248,85.628345,27.584869,85.534311,Rainy,High
687525,2025-10-01,Kathmandu,Car,23.79,1533.63,3149,3,Cash,27.657755,85.209096,27.736162,85.564387,Sunny,Low
687526,2025-11-03,Pokhara,Bike,29.71,690.38,8596,4,Card,27.881884,85.297947,27.985223,85.677964,Cloudy,Medium
687527,2025-12-08,Lalitpur,Taxi,26.2,794.55,4361,2,Digital,27.794844,85.501602,27.993243,85.362832,Rainy,High
687528,2025-02-22,Bhaktapur,Car,4.37,552.03,9635,1,Cash,27.926215,85.377433,27.997885,85.305695,Sunny,Low
687529,2025-01-05,Biratnagar,Bike,6.44,924.29,9021,1,Card,27.806365,85.492681,27.870193,85.546575,Cloudy,Medium
687530,2025-08-03,Kathmandu,Taxi,30.63,1426.65,9748,3,Digital,27.757189,85.292305,27.936958,85.485761,Rainy,High
687531,2025-08-04,Pokhara,Car,18.9,446.94,8405,3,Cash,27.851707,85.225317,27.899952,85.657028,Sunny,Low
687532,2025-03-11,Lalitpur,Bike,17.64,736.71,2923,1,Card,27.763017,85.60088,27.936468,85.383282,Cloudy,Medium
687533,2025-12-15,Bhaktapur,Taxi,19.89,311.94,7386,3,Digital,27.549749,85.457186,27.780899,85.47217,Rainy,High
687534,2025-03-09,Biratnagar,Car,21.22,1587.59,8266,4,Cash,27.513529,85.214754,27.605178,85.237501,Sunny,Low
687535,2025-02-11,Kathmandu,Bike,23.45,520.65,772,3,Card,27.894404,85.369271,27.697617,85.544769,Cloudy,Medium
687536,2025-06-15,Pokhara,Taxi,1.21,653.96,8544,4,Digital,27.726459,85.41104,27.500588,85.293671,Rainy,High
687537,2025-05-27,Lalitpur,Car,4.41,876.62,1753,3,Cash,27.608728,85.489441,27.519199,85.283368,Sunny,Low
687538,2025-09-05,Bhaktapur,Bike,25.78,1177.06,1291,4,Card,27.808246,85.504261,27.888797,85.48032,Cloudy,Medium
687539,2025-10-28,Biratnagar,Taxi,4.2,101.99,1333,3,Digital,27.923927,85.204874,27.988183,85.398962,Rainy,High
687540,2025-04-21,Kathmandu,Car,6.23,505.16,9578,3,Cash,27.988039,85.222511,27.729647,85.410219,Sunny,Low
687541,2025-05-13,Pokhara,Bike,16.12,216.13,460,2,Card,27.668705,85.402448,27.766494,85.694591,Cloudy,Medium
687542,2025-11-20,Lalitpur,Taxi,24.96,475.1,793,2,Digital,27.585957,85.621258,27.63249,85.69492,Rainy,High
687543,2025-08-07,Bhaktapur,Car,17.19,379.64,1751,2,Cash,27.988374,85.311717,27.5516,85.351893,Sunny,Low
687544,2025-05-21,Biratnagar,Bike,2.86,846.98,1154,4,Card,27.944995,85.653903,27.68829,85.211766,Cloudy,Medium
687545,2025-01-27,Kathmandu,Taxi,13.41,1575.77,9662,3,Digital,27.978743,85.323744,27.878245,85.621538,Rainy,High
687546,2025-10-27,Pokhara,Car,13.35,1117.76,2495,1,Cash,27.70484,85.403576,27.773557,85.647111,Sunny,Low
687547,2025-05-11,Lalitpur,Bike,25.93,813.52,5360,2,Card,27.552997,85.484894,27.688154,85.207888,Cloudy,Medium
687548,2025-02-06,Bhaktapur,Taxi,22.85,486.53,8025,1,Digital,27.68945,85.403077,27.853173,85.46011,Rainy,High
687549,2025-07-14,Biratnagar,Car,3.14,185.97,2400,2,Cash,27.908563,85.411987,27.879128,85.352723,Sunny,Low
687550,2025-02-15,Kathmandu,Bike,14.94,1065.52,3133,3,Card,27.993082,85.404781,27.757921,85.308409,Cloudy,Medium
687551,2025-10-23,Pokhara,Taxi,19.33,1108.79,1218,4,Digital,27.921395,85.458355,27.760583,85.383843,Rainy,High
687552,2025-02-02,Lalitpur,Car,18.88,1482.31,6222,1,Cash,27.988444,85.407572,27.716424,85.537163,Sunny,Low
687553,2025-01-28,Bhaktapur,Bike,6.57,1228.5,9437,1,Card,27.609731,85.412912,27.53617,85.379411,Cloudy,Medium
