trip_id,trip_date,city,vehicle_type,distance_km,fare,driver_id,passenger_count,payment_method,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level
562500,2025-03-04,Kathmandu,Car,2.03,648.19,4175,1,Cash,27.590709,85.447978,27.984874,85.370422,Sunny,Low
562501,2025-10-21,Pokhara,Bike,4.5,1496.89,9899,3,Card,27.813494,85.28411,27.537653,85.588261,Cloudy,Medium
562502,2025-07-30,Lalitpur,Taxi,10.76,1155.19,4835,4,Digital,27.677109,85.265575,27.526213,85.249074,Rainy,High
562503,2025-12-12,Bhaktapur,Car,14.08,345.39,6070,4,Cash,27.605508,85.284024,27.772433,85.359389,Sunny,Low
562504,2025-03-18,Biratnagar,Bike,9.35,109.49,4013,4,Card,27.909453,85.340931,27.664948,85.289677,Cloudy,Medium
562505,2025-05-14,Kathmandu,Taxi,26.81,788.28,8987,2,Digital,27.846004,85.624779,27.827322,85.332998,Rainy,High
562506,2025-10-22,Pokhara,Car,25.21,434.46,6520,4,Cash,27.883229,85.483489,27.918167,85.330671,Sunny,Low
562507,2025-09-18,Lalitpur,Bike,9.15,1510.49,44,4,Card,27.77706,85.541877,27.820952,85.397598,Cloudy,Medium
562508,2025-09-20,Bhaktapur,Taxi,1.75,590.49,1459,1,Digital,27.681067,85.475121,27.520839,85.371711,Rainy,High
562509,2025-04-25,Biratnagar,Car,19.47,748.05,3115,1,Cash,27.74055,85.456931,27.851641,85.420399,Sunny,Low
562510,2025-10-22,Kathmandu,Bike,5.42,571.2,4395,2,Card,27.594625,85.432723,27.853115,85.505754,Cloudy,Medium
562511,2025-02-09,Pokhara,Taxi,23.37,520.0,2121,4,Digital,27.743254,85.605382,27.903274,85.418127,Rainy,High
562512,2025-05-03,Lalitpur,Car,27.48,1070.8,8154,3,Cash,27.830459,85.394947,27.88485,85.301658,Sunny,Low
562513,2025-10-24,Bhaktapur,Bike,25.2,237.36,2033,1,Card,27.819656,85.247589,27.545071,85.268076,Cloudy,Medium
562514,2025-06-23,Biratnagar,Taxi,29.43,865.02,533,4,Digital,27.818941,85.335514,27.657958,85.520145,Rainy,High
562515,2025-07-11,Kathmandu,Car,5.52,951.23,4629,3,Cash,27.760393,85.448502,27.821,85.549403,Sunny,Low
562516,2025-12-21,Pokhara,Bike,28.4,172.18,5633,3,Card,27.806449,85.281408,27.84881,85.615558,Cloudy,Medium
562517,2025-08-16,Lalitpur,Taxi,30.65,820.94,2291,2,Digital,27.57245,85.40193,27.692115,85.466853,Rainy,High
562518,2025-07-05,Bhaktapur,Car,15.1,1249.13,3973,1,Cash,27.524125,85.323531,27.755938,85.592949,Sunny,Low
562519,2025-07-19,Biratnagar,Bike,2.28,1324.39,6557,3,Card,27.549917,85.442403,27.872796,85.499014,Cloudy,Medium
562520,2025-01-06,Kathmandu,Taxi,19.37,528.16,2832,4,Digital,27.851631,85.618727,27.93827,85.685631,Rainy,High
562521,2025-08-18,Pokhara,Car,28.22,1086.79,5584,4,Cash,27.558589,85.236016,27.922355,85.407574,Sunny,Low
562522,2025-01-09,Lalitpur,Bike,12.35,146.11,5865,4,Card,27.9042,85.357737,27.799781,85.404795,Cloudy,Medium
562523,2025-09-24,Bhaktapur,Taxi,10.78,551.46,9621,4,Digital,27.773337,85.269243,27.653124,85.33339,Rainy,High
562524,2025-09-07,Biratnagar,Car,3.87,1516.11,9396,1,Cash,27.925135,85.525216,27.742248,85.628345,Sunny,Low
562525,2025-02-06,Kathmandu,Bike,4.18,1223.59,7598,4,Card,27.657485,85.460587,27.657755,85.209096,Cloudy,Medium
562526,2025-01-25,Pokhara,Taxi,2.69,1359.93,9568,2,Digital,27.929842,85.606401,27.881884,85.297947,Rainy,High
562527,2025-07-05,Lalitpur,Car,27.22,1502.03,8399,2,Cash,27.718071,85.334339,27.794844,85.501602,Sunny,Low
562528,2025-03-12,Bhaktapur,Bike,11.77,314.24,1123,2,Card,27.981796,85.312632,27.926215,85.377433,Cloudy,Medium
562529,2025-09-20,Biratnagar,Taxi,26.41,119.12,1813,3,Digital,27.951064,85.28598,27.806365,85.492681,Rainy,High
562530,2025-06-07,Kathmandu,Car,3.06,982.69,9877,4,Cash,27.987441,85.521434,27.757189,85.292305,Sunny,Low
562531,2025-08-30,Pokhara,Bike,12.44,986.1,5965,1,Card,27.920286,85.456309,27.851707,85.225317,Cloudy,Medium
562532,2025-12-31,Lalitpur,Taxi,30.86,385.79,5547,2,Digital,27.646179,85.313272,27.763017,85.60088,Rainy,High
562533,2025-09-13,Bhaktapur,Car,15.53,1531.24,6295,1,Cash,27.86934,85.54925,27.549749,85.457186,Sunny,Low
562534,2025-05-13,Biratnagar,Bike,24.33,377.21,6738,4,Card,27.913343,85.626689,27.513529,85.214754,Cloudy,Medium
562535,2025-12-25,Kathmandu,Taxi,18.81,270.03,7482,2,Digital,27.538649,85.487177,27.894404,85.369271,Rainy,High
562536,2025-07-28,Pokhara,Car,7.48,779.34,70,2,Cash,27.927216,85.629089,27.726459,85.41104,Sunny,Low
562537,2025-08-09,Lalitpur,Bike,30.25,700.35,1138,3,Card,27.587672,85.480801,27.608728,85.489441,Cloudy,Medium
562538,2025-11-30,Bhaktapur,Taxi,22.59,1116.57,8261,3,Digital,27.564568,85.633818,27.808246,85.504261,Rainy,High
562539,2025-12-01,Biratnagar,Car,30.43,1333.82,1065,1,Cash,27.566667,85.520156,27.923927,85.204874,Sunny,Low
562540,2025-07-24,Kathmandu,Bike,19.35,553.91,1743,2,Card,27.978939,85.519745,27.988039,85.222511,Cloudy,Medium
562541,2025-07-03,Pokhara,Taxi,4.29,645.37,5039,1,Digital,27.523007,85.372803,27.668705,85.402448,Rainy,High
562542,2025-01-15,Lalitpur,Car,21.06,1430.82,7986,2,Cash,27.539683,85.401587,27.585957,85.621258,Sunny,Low
562543,2025-02-28,Bhaktapur,Bike,19.2,997.34,5396,1,Card,27.58759,85.389972,27.988374,85.311717,Cloudy,Medium
562544,2025-02-01,Biratnagar,Taxi,5.14,677.36,621,2,Digital,27.557706,85.607978,27.944995,85.653903,Rainy,High
