trip_id,trip_date,city,vehicle_type,distance_km,fare,driver_id,passenger_count,payment_method,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level
750000,2025-06-02,Kathmandu,Car,5.94,372.13,4959,4,Cash,27.670422,85.436299,27.799836,85.519807,Sunny,Low
750001,2025-12-28,Pokhara,Bike,17.38,1040.48,1682,1,Card,27.888261,85.364349,27.782459,85.235111,Cloudy,Medium
750002,2025-06-26,Lalitpur,Taxi,24.47,631.33,1311,1,Digital,27.549074,85.39325,27.969439,85.355164,Rainy,High
750003,2025-08-10,Bhaktapur,Car,25.06,416.52,1680,3,Cash,27.659389,85.315814,27.589676,85.38193,Sunny,Low
750004,2025-05-27,Biratnagar,Bike,26.7,1328.36,2818,2,Card,27.589677,85.58296,27.610685,85.583853,Cloudy,Medium
750005,2025-11-25,Kathmandu,Taxi,11.95,1138.01,8495,3,Digital,27.632998,85.241992,27.824618,85.426415,Rainy,High
750006,2025-08-26,Pokhara,Car,26.63,1249.69,5669,4,Cash,27.630671,85.461273,27.562861,85.440266,Sunny,Low
750007,2025-01-02,Lalitpur,Bike,24.86,931.18,6837,3,Card,27.697598,85.281253,27.799149,85.328385,Cloudy,Medium
750008,2025-02-23,Bhaktapur,Taxi,6.7,643.2,5502,1,Digital,27.671711,85.550771,27.522417,85.305053,Rainy,High
750009,2025-04-24,Biratnagar,Car,4.62,821.65,5138,3,Cash,27.720399,85.233396,27.505333,85.467069,Sunny,Low
750010,2025-06-10,Kathmandu,Bike,10.2,383.87,4654,3,Card,27.805754,85.501661,27.692817,85.410394,Cloudy,Medium
750011,2025-03-19,Pokhara,Taxi,25.26,829.76,8107,4,Digital,27.718127,85.494835,27.949341,85.630101,Rainy,High
750012,2025-10-25,Lalitpur,Car,17.31,1091.38,3898,4,Cash,27.601658,85.582152,27.751799,85.339141,Sunny,Low
750013,2025-03-16,Bhaktapur,Bike,4.3,1058.97,951,1,Card,27.568076,85.279924,27.557275,85.342297,Cloudy,Medium
750014,2025-01-20,Biratnagar,Taxi,23.63,1056.82,2710,2,Digital,27.820145,85.321032,27.695657,85.223332,Rainy,High
750015,2025-06-18,Kathmandu,Car,22.18,881.18,4970,3,Cash,27.849403,85.631437,27.501402,85.404342,Sunny,Low
750016,2025-07-25,Pokhara,Bike,22.52,1019.35,1628,3,Card,27.915558,85.528818,27.932188,85.319759,Cloudy,Medium
750017,2025-03-25,Lalitpur,Taxi,14.9,317.35,4038,2,Digital,27.766853,85.433587,27.971604,85.436263,Rainy,High
750018,2025-05-26,Bhaktapur,Car,7.31,172.37,2470,3,Cash,27.892949,85.486664,27.705839,85.323289,Sunny,Low
750019,2025-08-28,Biratnagar,Bike,22.91,249.75,4848,3,Card,27.799014,85.290029,27.815802,85.537538,Cloudy,Medium
750020,2025-04-14,Kathmandu,Taxi,26.1,1154.89,8374,4,Digital,27.985631,85.432625,27.535417,85.310052,Rainy,High
750021,2025-07-23,Pokhara,Car,26.53,275.77,720,4,Cash,27.707574,85.440276,27.606568,85.63142,Sunny,Low
750022,2025-08-03,Lalitpur,Bike,25.35,1312.6,3154,3,Card,27.704795,85.584509,27.58913,85.411563,Cloudy,Medium
750023,2025-12-18,Bhaktapur,Taxi,30.31,920.01,1384,2,Digital,27.63339,85.69896,27.821589,85.205718,Rainy,High
750024,2025-12-09,Biratnagar,Car,5.87,1375.4,6504,2,Cash,27.928345,85.284869,27.834311,85.363519,Sunny,Low
750025,2025-10-05,Kathmandu,Bike,29.67,572.45,5211,2,Card,27.509096,85.436162,27.864387,85.336303,Cloudy,Medium
750026,2025-12-16,Pokhara,Taxi,12.81,1389.53,8128,4,Digital,27.597947,85.685223,27.977964,85.205142,Rainy,High
750027,2025-11-03,Lalitpur,Car,14.89,754.21,2686,3,Cash,27.801602,85.693243,27.662832,85.563139,Sunny,Low
750028,2025-02-11,Bhaktapur,Bike,10.04,1545.39,2252,4,Card,27.677433,85.697885,27.605695,85.483388,Cloudy,Medium
750029,2025-03-08,Biratnagar,Taxi,17.49,1453.19,1719,3,Digital,27.792681,85.570193,27.846575,85.481139,Rainy,High
750030,2025-12-27,Kathmandu,Car,27.53,1562.32,6428,3,Cash,27.592305,85.636958,27.785761,85.506802,Sunny,Low
750031,2025-08-06,Pokhara,Bike,7.94,1360.86,5126,3,Card,27.525317,85.599952,27.957028,85.412999,Cloudy,Medium
750032,2025-07-22,Lalitpur,Taxi,13.73,538.54,2265,3,Digital,27.90088,85.636468,27.683282,85.369138,Rainy,High
750033,2025-08-18,Bhaktapur,Car,5.24,1208.02,6984,1,Cash,27.757186,85.480899,27.77217,85.548506,Sunny,Low
750034,2025-09-03,Biratnagar,Bike,30.75,1340.03,8533,1,Card,27.514754,85.305178,27.537501,85.509581,Cloudy,Medium
750035,2025-10-01,Kathmandu,Taxi,9.41,215.95,5743,4,Digital,27.669271,85.397617,27.844769,85.423201,Rainy,High
750036,2025-01-03,Pokhara,Car,12.08,1381.65,8581,2,Cash,27.71104,85.200588,27.593671,85.588431,Sunny,Low
750037,2025-02-11,Lalitpur,Bike,16.53,363.02,5616,1,Card,27.789441,85.219199,27.583368,85.579609,Cloudy,Medium
750038,2025-10-29,Bhaktapur,Taxi,22.54,293.71,8676,3,Digital,27.804261,85.588797,27.78032,85.25727,Rainy,High
750039,2025-02-08,Biratnagar,Car,1.04,300.0,6403,4,Cash,27.504874,85.688183,27.698962,85.593795,Sunny,Low
750040,2025-03-05,Kathmandu,Bike,9.1,1536.82,6394,4,Card,27.522511,85.429647,27.710219,85.693171,Cloudy,Medium
750041,2025-07-03,Pokhara,Taxi,3.32,169.02,3456,2,Digital,27.702448,85.466494,27.994591,85.495057,Rainy,High
750042,2025-10-19,Lalitpur,Car,8.5,219.05,4031,1,Cash,27.921258,85.33249,27.99492,85.315721,Sunny,Low
750043,2025-07-16,Bhaktapur,Bike,6.59,362.77,3799,4,Card,27.611717,85.2516,27.651893,85.412234,Cloudy,Medium
750044,2025-01-23,Biratnagar,Taxi,15.94,273.12,8159,4,Digital,27.953903,85.38829,27.511766,85.306068,Rainy,High
750045,2025-05-31,Kathmandu,Car,30.52,1549.4,5212,4,Cash,27.623744,85.578245,27.921538,85.273503,Sunny,Low
750046,2025-05-31,Pokhara,Bike,21.36,474.29,1830,2,Card,27.703576,85.473557,27.947111,85.363549,Cloudy,Medium
750047,2025-10-31,Lalitpur,Taxi,15.27,904.01,4087,1,Digital,27.784894,85.388154,27.507888,85.585062,Rainy,High
750048,2025-09-23,Bhaktapur,Car,8.73,1303.79,1945,2,Cash,27.703077,85.553173,27.76011,85.368316,Sunny,Low
750049,2025-01-27,Biratnagar,Bike,2.72,460.14,3794,4,Card,27.711987,85.579128,27.652723,85.239584,Cloudy,Medium
750050,2025-06-19,Kathmandu,Taxi,20.31,570.08,5812,4,Digital,27.704781,85.457921,27.608409,85.504986,Rainy,High
750051,2025-08-11,Pokhara,Car,21.18,282.76,7717,4,Cash,27.758355,85.460583,27.683843,85.240438,Sunny,Low
750052,2025-08-06,Lalitpur,Bike,28.65,1033.44,2495,4,Card,27.707572,85.416424,27.837163,85.570177,Cloudy,Medium
750053,2025-03-09,Bhaktapur,Taxi,23.57,1515.69,1769,1,Digital,27.712912,85.23617,27.679411,85.462195,Rainy,High
750054,2025-08-20,Biratnagar,Car,20.65,748.83,5107,3,Cash,27.54449,85.378257,27.71348,85.577362,Sunny,Low
750055,2025-06-26,Kathmandu,Bike,28.6,1453.18,3594,4,Card,27.510475,85.347833,27.657751,85.302782,Cloudy,Medium
750056,2025-09-07,Pokhara,Taxi,16.2,1156.41,7332,2,Digital,27.565893,85.65015,27.734668,85.559169,Rainy,High
750057,2025-02-01,Lalitpur,Car,23.42,576.53,3579,3,Cash,27.663567,85.626537,27.505986,85.341404,Sunny,Low
750058,2025-02-03,Bhaktapur,Bike,27.9,189.91,6159,2,Card,27.979661,85.684407,27.738045,85.316965,Cloudy,Medium
750059,2025-05-27,Biratnagar,Taxi,25.12,1104.26,8484,4,Digital,27.755396,85.213714,27.618688,85.324764,Rainy,High
750060,2025-04-25,Kathmandu,Car,29.63,1376.47,9090,1,Cash,27.584634,85.473155,27.544504,85.511512,Sunny,Low
750061,2025-03-02,Pokhara,Bike,16.3,1175.05,1589,4,Card,27.906325,85.431379,27.735008,85.293197,Cloudy,Medium
750062,2025-03-31,Lalitpur,Taxi,11.72,1000.5,1011,2,Digital,27.540309,85.482424,27.73423,85.554768,Rainy,High
750063,2025-04-19,Bhaktapur,Car,2.35,1043.37,6689,4,Cash,27.522973,85.563793,27.710153,85.263617,Sunny,Low
750064,2025-07-30,Biratnagar,Bike,20.78,972.26,2240,2,Card,27.526689,85.238214,27.676551,85.245642,Cloudy,Medium
750065,2025-04-14,Kathmandu,Taxi,4.72,1412.22,3165,1,Digital,27.640276,85.405949,27.77345,85.647126,Rainy,High
750066,2025-05-30,Pokhara,Car,18.05,348.06,4176,3,Cash,27.674327,85.343747,27.912301,85.340428,Sunny,Low
750067,2025-12-14,Lalitpur,Bike,12.57,501.31,4853,3,Card,27.736944,85.619268,27.909554,85.288948,Cloudy,Medium
750068,2025-11-27,Bhaktapur,Taxi,22.69,658.08,9805,3,Digital,27.603815,85.422857,27.840582,85.362644,Rainy,High
750069,2025-06-04,Biratnagar,Car,19.16,765.38,9069,2,Cash,27.791634,85.570169,27.528093,85.584827,Sunny,Low
750070,2025-10-28,Kathmandu,Bike,10.54,987.02,8253,3,Card,27.614519,85.606816,27.877849,85.622278,Cloudy,Medium
750071,2025-05-23,Pokhara,Taxi,9.21,558.68,8649,1,Digital,27.968459,85.208983,27.630805,85.526937,Rainy,High
750072,2025-04-08,Lalitpur,Car,20.12,872.31,9172,2,Cash,27.977216,85.573667,27.507421,85.300867,Sunny,Low
750073,2025-01-22,Bhaktapur,Bike,23.1,595.51,1862,1,Card,27.696559,85.402413,27.655532,85.320744,Cloudy,Medium
750074,2025-12-07,Biratnagar,Taxi,22.98,792.6,6057,3,Digital,27.999192,85.64726,27.507682,85.573245,Rainy,High
750075,2025-06-08,Kathmandu,Car,26.0,1309.34,6980,4,Cash,27.811674,85.25105,27.685097,85.585194,Sunny,Low
750076,2025-04-21,Pokhara,Bike,17.07,1280.39,9953,4,Card,27.571665,85.357216,27.861186,85.416005,Cloudy,Medium
750077,2025-07-04,Lalitpur,Taxi,24.72,1400.46,4323,4,Digital,27.995988,85.633829,27.537958,85.336653,Rainy,High
750078,2025-09-29,Bhaktapur,Car,27.52,1587.61,9892,3,Cash,27.865733,85.396401,27.971922,85.618349,Sunny,Low
750079,2025-06-11,Biratnagar,Bike,1.28,519.95,1248,1,Card,27.640741,85.56764,27.752444,85.490374,Cloudy,Medium
750080,2025-03-24,Kathmandu,Taxi,20.51,867.13,3138,1,Digital,27.905402,85.370974,27.541362,85.6166,Rainy,High
750081,2025-12-03,Pokhara,Car,2.55,996.51,5383,2,Cash,27.810578,85.624488,27.519463,85.442978,Sunny,Low
750082,2025-05-25,Lalitpur,Bike,18.46,794.1,9825,4,Card,27.78026,85.556794,27.860396,85.253933,Cloudy,Medium
750083,2025-07-17,Bhaktapur,Taxi,24.69,1149.47,3543,2,Digital,27.829627,85.659218,27.758016,85.399918,Rainy,High
750084,2025-02-22,Biratnagar,Car,29.29,803.13,9588,4,Cash,27.662647,85.388565,27.892717,85.62429,Sunny,Low
750085,2025-01-03,Kathmandu,Bike,22.92,685.58,4874,1,Card,27.75961,85.313815,27.718988,85.688436,Cloudy,Medium
