trip_id,trip_date,city,vehicle_type,distance_km,fare,driver_id,passenger_count,payment_method,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level
875000,2025-03-08,Kathmandu,Taxi,15.88,1554.62,3408,2,Digital,27.799836,85.519807,27.760626,85.669402,Rainy,High
875001,2025-08-17,Pokhara,Car,6.05,212.96,7765,2,Cash,27.782459,85.235111,27.737889,85.520613,Sunny,Low
875002,2025-05-10,Lalitpur,Bike,4.93,178.64,981,2,Card,27.969439,85.355164,27.570693,85.290514,Cloudy,Medium
875003,2025-03-19,Bhaktapur,Taxi,6.04,917.3,3187,1,Digital,27.589676,85.38193,27.925688,85.276438,Rainy,High
875004,2025-10-26,Biratnagar,Car,9.46,594.84,1793,4,Cash,27.610685,85.583853,27.992819,85.572621,Sunny,Low
875005,2025-09-10,Kathmandu,Bike,26.49,1081.97,2659,1,Card,27.824618,85.426415,27.940921,85.547685,Cloudy,Medium
875006,2025-10-07,Pokhara,Taxi,18.01,1354.5,2613,3,Digital,27.562861,85.440266,27.693994,85.44427,Rainy,High
875007,2025-07-22,Lalitpur,Car,21.51,1062.86,3951,1,Cash,27.799149,85.328385,27.661716,85.677918,Sunny,Low
875008,2025-05-13,Bhaktapur,Bike,17.51,162.52,3434,3,Card,27.522417,85.305053,27.728059,85.690262,Cloudy,Medium
875009,2025-06-25,Biratnagar,Taxi,16.42,1154.92,4407,1,Digital,27.505333,85.467069,27.784924,85.43015,Rainy,High
875010,2025-03-11,Kathmandu,Car,14.96,1159.35,6115,3,Cash,27.692817,85.410394,27.52775,85.246278,Sunny,Low
875011,2025-06-27,Pokhara,Bike,25.32,1309.82,4362,3,Card,27.949341,85.630101,27.901828,85.627111,Cloudy,Medium
875012,2025-08-30,Lalitpur,Taxi,12.7,1254.55,2033,4,Digital,27.751799,85.339141,27.92772,85.564885,Rainy,High
875013,2025-08-22,Bhaktapur,Car,3.86,235.21,1361,1,Cash,27.557275,85.342297,27.899373,85.510563,Sunny,Low
875014,2025-08-21,Biratnagar,Bike,9.13,573.87,6402,1,Card,27.695657,85.223332,27.927347,85.475692,Cloudy,Medium
875015,2025-07-10,Kathmandu,Taxi,15.91,1063.0,6988,4,Digital,27.501402,85.404342,27.953272,85.26425,Rainy,High
875016,2025-08-12,Pokhara,Car,5.88,1146.43,8311,3,Cash,27.932188,85.319759,27.585033,85.287202,Sunny,Low
875017,2025-02-22,Lalitpur,Bike,13.12,676.35,5337,2,Card,27.971604,85.436263,27.531251,85.501624,Cloudy,Medium
875018,2025-01-18,Bhaktapur,Taxi,8.41,867.81,7858,3,Digital,27.705839,85.323289,27.933513,85.598488,Rainy,High
875019,2025-02-06,Biratnagar,Car,15.54,1218.39,5980,1,Cash,27.815802,85.537538,27.702252,85.471921,Sunny,Low
875020,2025-09-14,Kathmandu,Bike,26.12,1414.81,9712,2,Card,27.535417,85.310052,27.850679,85.225735,Cloudy,Medium
875021,2025-02-12,Pokhara,Taxi,3.16,1367.07,4151,2,Digital,27.606568,85.63142,27.661192,85.380077,Rainy,High
875022,2025-10-23,Lalitpur,Car,10.46,999.34,4095,4,Cash,27.58913,85.411563,27.613,85.316412,Sunny,Low
875023,2025-07-19,Bhaktapur,Bike,5.15,559.37,2667,4,Card,27.821589,85.205718,27.565956,85.632503,Cloudy,Medium
875024,2025-11-07,Biratnagar,Taxi,20.51,826.74,8566,1,Digital,27.834311,85.363519,27.691347,85.53012,Rainy,High
875025,2025-04-25,Kathmandu,Car,16.64,573.26,181,2,Cash,27.864387,85.336303,27.588449,85.496042,Sunny,Low
875026,2025-11-10,Pokhara,Bike,25.38,1245.65,1958,4,Card,27.977964,85.205142,27.820307,85.323549,Cloudy,Medium
875027,2025-06-09,Lalitpur,Taxi,9.06,984.53,6032,4,Digital,27.662832,85.563139,27.883714,85.601268,Rainy,High
875028,2025-12-18,Bhaktapur,Car,7.76,1378.65,3548,4,Cash,27.605695,85.483388,27.615392,85.675352,Sunny,Low
875029,2025-11-26,Biratnagar,Bike,6.16,1019.1,5853,3,Card,27.846575,85.481139,27.807992,85.597439,Cloudy,Medium
875030,2025-12-22,Kathmandu,Taxi,20.29,871.57,1846,4,Digital,27.785761,85.506802,27.799367,85.477403,Rainy,High
875031,2025-11-03,Pokhara,Car,16.38,1155.12,506,4,Cash,27.957028,85.412999,27.891346,85.223349,Sunny,Low
875032,2025-04-17,Lalitpur,Bike,7.8,889.05,8017,4,Card,27.683282,85.369138,27.63994,85.209124,Cloudy,Medium
875033,2025-09-27,Bhaktapur,Taxi,21.95,249.25,5143,3,Digital,27.77217,85.548506,27.739426,85.210456,Rainy,High
875034,2025-10-29,Biratnagar,Car,26.6,140.59,295,1,Cash,27.537501,85.509581,27.87583,85.26941,Sunny,Low
875035,2025-01-29,Kathmandu,Bike,18.23,1283.21,3385,2,Card,27.844769,85.423201,27.518781,85.205842,Cloudy,Medium
875036,2025-11-08,Pokhara,Taxi,26.75,779.38,4220,1,Digital,27.593671,85.588431,27.631884,85.303924,Rainy,High
875037,2025-03-06,Lalitpur,Car,17.85,426.18,5788,1,Cash,27.583368,85.579609,27.590184,85.664113,Sunny,Low
875038,2025-02-17,Bhaktapur,Bike,27.03,1024.74,6085,4,Card,27.78032,85.25727,27.969457,85.360599,Cloudy,Medium
875039,2025-02-18,Biratnagar,Taxi,20.21,1371.78,97,4,Digital,27.698962,85.593795,27.558351,85.676138,Rainy,High
875040,2025-12-16,Kathmandu,Car,20.18,1564.12,450,2,Cash,27.710219,85.693171,27.736849,85.584497,Sunny,Low
