trip_id,trip_date,city,vehicle_type,distance_km,fare,driver_id,passenger_count,payment_method,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level
812500,2025-03-02,Kathmandu,Bike,6.44,843.93,9697,2,Card,27.736299,85.499836,27.819807,85.460626,Cloudy,Medium
812501,2025-07-19,Pokhara,Taxi,19.81,352.33,753,4,Digital,27.664349,85.482459,27.535111,85.437889,Rainy,High
812502,2025-10-13,Lalitpur,Car,11.63,296.73,524,1,Cash,27.69325,85.669439,27.655164,85.270693,Sunny,Low
812503,2025-10-20,Bhaktapur,Bike,7.33,352.07,5448,2,Card,27.615814,85.289676,27.68193,85.625688,Cloudy,Medium
812504,2025-11-09,Biratnagar,Taxi,25.57,522.79,3298,1,Digital,27.88296,85.310685,27.883853,85.692819,Rainy,High
812505,2025-05-14,Kathmandu,Car,21.76,1374.34,6546,2,Cash,27.541992,85.524618,27.726415,85.640921,Sunny,Low
812506,2025-11-08,Pokhara,Bike,23.99,950.47,8363,2,Card,27.761273,85.262861,27.740266,85.393994,Cloudy,Medium
812507,2025-10-18,Lalitpur,Taxi,17.62,1125.63,6419,2,Digital,27.581253,85.499149,27.628385,85.361716,Rainy,High
812508,2025-03-11,Bhaktapur,Car,11.86,925.36,416,2,Cash,27.850771,85.222417,27.605053,85.428059,Sunny,Low
812509,2025-02-14,Biratnagar,Bike,15.43,870.79,7032,2,Card,27.533396,85.205333,27.767069,85.484924,Cloudy,Medium
812510,2025-04-22,Kathmandu,Taxi,6.68,798.17,7062,3,Digital,27.801661,85.392817,27.710394,85.22775,Rainy,High
812511,2025-10-23,Pokhara,Car,15.6,1316.15,8065,2,Cash,27.794835,85.649341,27.930101,85.601828,Sunny,Low
812512,2025-07-18,Lalitpur,Bike,20.83,684.84,7696,1,Card,27.882152,85.451799,27.639141,85.62772,Cloudy,Medium
812513,2025-02-10,Bhaktapur,Taxi,20.18,242.77,901,1,Digital,27.579924,85.257275,27.642297,85.599373,Rainy,High
812514,2025-10-03,Biratnagar,Car,20.14,506.54,3159,3,Cash,27.621032,85.395657,27.523332,85.627347,Sunny,Low
812515,2025-09-15,Kathmandu,Bike,16.62,845.51,6419,3,Card,27.931437,85.201402,27.704342,85.653272,Cloudy,Medium
812516,2025-09-19,Pokhara,Taxi,19.39,344.22,6976,4,Digital,27.828818,85.632188,27.619759,85.285033,Rainy,High
812517,2025-06-19,Lalitpur,Car,5.35,705.79,3842,3,Cash,27.733587,85.671604,27.736263,85.231251,Sunny,Low
812518,2025-03-18,Bhaktapur,Bike,2.45,470.59,5118,4,Card,27.786664,85.405839,27.623289,85.633513,Cloudy,Medium
812519,2025-09-24,Biratnagar,Taxi,4.0,827.21,7455,3,Digital,27.590029,85.515802,27.837538,85.402252,Rainy,High
812520,2025-11-02,Kathmandu,Car,22.1,1356.18,8765,4,Cash,27.732625,85.235417,27.610052,85.550679,Sunny,Low
812521,2025-11-07,Pokhara,Bike,4.52,208.05,8447,2,Card,27.740276,85.306568,27.93142,85.361192,Cloudy,Medium
812522,2025-10-24,Lalitpur,Taxi,25.25,573.21,5995,2,Digital,27.884509,85.28913,27.711563,85.313,Rainy,High
812523,2025-12-23,Bhaktapur,Car,17.4,307.73,3062,2,Cash,27.99896,85.521589,27.505718,85.265956,Sunny,Low
812524,2025-03-01,Biratnagar,Bike,26.51,1075.65,4844,4,Card,27.584869,85.534311,27.663519,85.391347,Cloudy,Medium
812525,2025-12-15,Kathmandu,Taxi,10.45,881.76,3155,1,Digital,27.736162,85.564387,27.636303,85.288449,Rainy,High
812526,2025-05-24,Pokhara,Car,26.79,1319.2,7637,1,Cash,27.985223,85.677964,27.505142,85.520307,Sunny,Low
812527,2025-06-19,Lalitpur,Bike,14.08,503.02,5896,3,Card,27.993243,85.362832,27.863139,85.583714,Cloudy,Medium
812528,2025-04-20,Bhaktapur,Taxi,29.91,437.9,8524,2,Digital,27.997885,85.305695,27.783388,85.315392,Rainy,High
812529,2025-07-20,Biratnagar,Car,28.06,357.94,6127,3,Cash,27.870193,85.546575,27.781139,85.507992,Sunny,Low
812530,2025-11-19,Kathmandu,Bike,30.25,1064.3,5143,1,Card,27.936958,85.485761,27.806802,85.499367,Cloudy,Medium
812531,2025-03-26,Pokhara,Taxi,26.22,868.93,7034,1,Digital,27.899952,85.657028,27.712999,85.591346,Rainy,High
812532,2025-06-04,Lalitpur,Car,9.77,439.82,5260,4,Cash,27.936468,85.383282,27.669138,85.33994,Sunny,Low
812533,2025-02-21,Bhaktapur,Bike,23.16,1147.75,994,3,Card,27.780899,85.47217,27.848506,85.439426,Cloudy,Medium
812534,2025-12-28,Biratnagar,Taxi,25.8,1380.07,270,1,Digital,27.605178,85.237501,27.809581,85.57583,Rainy,High
812535,2025-04-13,Kathmandu,Car,3.32,961.53,7888,2,Cash,27.697617,85.544769,27.723201,85.218781,Sunny,Low
812536,2025-05-15,Pokhara,Bike,26.63,1387.27,4529,2,Card,27.500588,85.293671,27.888431,85.331884,Cloudy,Medium
812537,2025-07-08,Lalitpur,Taxi,6.26,942.4,2174,3,Digital,27.519199,85.283368,27.879609,85.290184,Rainy,High
812538,2025-09-20,Bhaktapur,Car,4.87,1401.45,6164,3,Cash,27.888797,85.48032,27.55727,85.669457,Sunny,Low
812539,2025-01-01,Biratnagar,Bike,5.0,1060.47,8478,1,Card,27.988183,85.398962,27.893795,85.258351,Cloudy,Medium
812540,2025-04-09,Kathmandu,Taxi,29.74,1059.23,9760,1,Digital,27.729647,85.410219,27.993171,85.436849,Rainy,High
812541,2025-01-29,Pokhara,Car,2.38,618.41,3374,2,Cash,27.766494,85.694591,27.795057,85.684341,Sunny,Low
812542,2025-04-02,Lalitpur,Bike,3.38,704.76,1719,4,Card,27.63249,85.69492,27.615721,85.357502,Cloudy,Medium
812543,2025-03-10,Bhaktapur,Taxi,6.26,669.92,9767,1,Digital,27.5516,85.351893,27.712234,85.457363,Rainy,High
