trip_id,trip_date,city,vehicle_type,distance_km,fare,driver_id,passenger_count,payment_method,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level
312500,2025-01-26,Kathmandu,Taxi,9.46,825.48,7145,1,Digital,27.517113,85.382731,27.708751,85.282261,Rainy,High
312501,2025-09-26,Pokhara,Car,14.8,1201.32,4662,4,Cash,27.558411,85.665629,27.994956,85.472978,Sunny,Low
312502,2025-06-26,Lalitpur,Bike,24.07,479.96,295,3,Card,27.662611,85.55173,27.7418,85.59114,Cloudy,Medium
312503,2025-12-11,Bhaktapur,Taxi,20.89,746.89,2147,4,Digital,27.717943,85.281796,27.803504,85.601061,Rainy,High
312504,2025-11-27,Biratnagar,Car,16.62,1228.44,9470,1,Cash,27.639158,85.203163,27.700697,85.628257,Sunny,Low
312505,2025-08-06,Kathmandu,Bike,28.07,718.53,7393,2,Card,27.930093,85.429428,27.949363,85.382484,Cloudy,Medium
312506,2025-03-14,Pokhara,Taxi,9.57,1143.24,6592,4,Digital,27.903474,85.311486,27.826021,85.627218,Rainy,High
312507,2025-10-07,Lalitpur,Car,30.77,323.68,7787,3,Cash,27.63591,85.670164,27.502213,85.597732,Sunny,Low
312508,2025-04-23,Bhaktapur,Bike,5.4,803.45,1780,3,Card,27.512443,85.363496,27.572962,85.294988,Cloudy,Medium
312509,2025-11-04,Biratnagar,Taxi,25.1,903.73,2641,2,Digital,27.80788,85.416017,27.65575,85.260292,Rainy,High
312510,2025-08-24,Kathmandu,Car,25.09,168.68,8157,4,Cash,27.573744,85.357066,27.719752,85.353319,Sunny,Low
312511,2025-01-03,Pokhara,Bike,1.64,1463.82,9592,1,Card,27.87278,85.340001,27.606085,85.60425,Cloudy,Medium
312512,2025-07-15,Lalitpur,Taxi,22.58,714.41,2323,2,Digital,27.941272,85.5236,27.907732,85.471807,Rainy,High
312513,2025-08-14,Bhaktapur,Car,2.25,632.51,5074,4,Cash,27.903373,85.245787,27.601661,85.254989,Sunny,Low
312514,2025-09-19,Biratnagar,Bike,28.39,1203.62,3074,2,Card,27.973816,85.455005,27.52666,85.577191,Cloudy,Medium
